"","collection","pathway","gene_id","gene_symbol"
"144","CP:KEGG_MEDICUS","KEGG_MEDICUS_ENV_FACTOR_NICOTINE_NNK_TO_PI3K_SIGNALING_PATHWAY","ENSG00000114353","GNAI2"
"145","CP:KEGG_MEDICUS","KEGG_MEDICUS_ENV_FACTOR_NICOTINE_NNK_TO_PI3K_SIGNALING_PATHWAY","ENSG00000065135","GNAI3"
"146","CP:KEGG_MEDICUS","KEGG_MEDICUS_ENV_FACTOR_NICOTINE_NNK_TO_PI3K_SIGNALING_PATHWAY","ENSG00000121879","PIK3CA"
"147","CP:KEGG_MEDICUS","KEGG_MEDICUS_ENV_FACTOR_NICOTINE_NNK_TO_PI3K_SIGNALING_PATHWAY","ENSG00000051382","PIK3CB"
"148","CP:KEGG_MEDICUS","KEGG_MEDICUS_ENV_FACTOR_NICOTINE_NNK_TO_PI3K_SIGNALING_PATHWAY","ENSG00000171608","PIK3CD"
"149","CP:KEGG_MEDICUS","KEGG_MEDICUS_ENV_FACTOR_NICOTINE_TO_JAK_STAT_SIGNALING_PATHWAY","ENSG00000110092","CCND1"
"150","CP:KEGG_MEDICUS","KEGG_MEDICUS_ENV_FACTOR_NICOTINE_TO_JAK_STAT_SIGNALING_PATHWAY","ENSG00000101204","CHRNA4"
"151","CP:KEGG_MEDICUS","KEGG_MEDICUS_ENV_FACTOR_NICOTINE_TO_JAK_STAT_SIGNALING_PATHWAY","ENSG00000160716","CHRNB2"
"152","CP:KEGG_MEDICUS","KEGG_MEDICUS_ENV_FACTOR_NICOTINE_TO_JAK_STAT_SIGNALING_PATHWAY","ENSG00000096968","JAK2"
"153","CP:KEGG_MEDICUS","KEGG_MEDICUS_ENV_FACTOR_NICOTINE_TO_JAK_STAT_SIGNALING_PATHWAY","ENSG00000168610","STAT3"
"154","CP:KEGG_MEDICUS","KEGG_MEDICUS_ENV_FACTOR_NNK_NNN_TO_CHRNA7_E2F_SIGNALING_PATHWAY","ENSG00000137486","ARRB1"
"155","CP:KEGG_MEDICUS","KEGG_MEDICUS_ENV_FACTOR_NNK_NNN_TO_CHRNA7_E2F_SIGNALING_PATHWAY","ENSG00000089685","BIRC5"
"156","CP:KEGG_MEDICUS","KEGG_MEDICUS_ENV_FACTOR_NNK_NNN_TO_CHRNA7_E2F_SIGNALING_PATHWAY","ENSG00000164045","CDC25A"
"157","CP:KEGG_MEDICUS","KEGG_MEDICUS_ENV_FACTOR_NNK_NNN_TO_CHRNA7_E2F_SIGNALING_PATHWAY","ENSG00000094804","CDC6"
"158","CP:KEGG_MEDICUS","KEGG_MEDICUS_ENV_FACTOR_NNK_NNN_TO_CHRNA7_E2F_SIGNALING_PATHWAY","ENSG00000175344","CHRNA7"
"159","CP:KEGG_MEDICUS","KEGG_MEDICUS_ENV_FACTOR_NNK_NNN_TO_CHRNA7_E2F_SIGNALING_PATHWAY","ENSG00000101412","E2F1"
"160","CP:KEGG_MEDICUS","KEGG_MEDICUS_ENV_FACTOR_NNK_NNN_TO_CHRNA7_E2F_SIGNALING_PATHWAY","ENSG00000132155","RAF1"
"161","CP:KEGG_MEDICUS","KEGG_MEDICUS_ENV_FACTOR_NNK_NNN_TO_CHRNA7_E2F_SIGNALING_PATHWAY","ENSG00000139687","RB1"
